key,fare_amount
2015-01-27 13:08:24.0000002,10.142563667431808
2015-01-27 13:08:24.0000003,10.560231050664166
2011-10-08 11:53:44.0000002,4.444790457039871
2012-12-01 21:12:12.0000002,9.106460194246806
2012-12-01 21:12:12.0000003,14.791478090057488
2012-12-01 21:12:12.0000005,9.729250724920677
2011-10-06 12:10:20.0000001,5.048934210343965
2011-10-06 12:10:20.0000003,48.893145727176375
2011-10-06 12:10:20.0000002,11.599442083867448
2014-02-18 15:22:20.0000002,6.286609210266179
2014-02-18 15:22:20.0000003,9.206843378329063
2014-02-18 15:22:20.0000001,16.590255982498903
2010-03-29 20:20:32.0000002,4.506452637628485
2010-03-29 20:20:32.0000001,7.051611981614489
2011-10-06 03:59:12.0000002,7.691053319096634
2011-10-06 03:59:12.0000001,10.751653961602717
2012-07-15 16:45:04.0000006,4.037060112983017
2012-07-15 16:45:04.0000002,8.037102700382814
2012-07-15 16:45:04.0000003,4.7539931982865475
2012-07-15 16:45:04.0000004,4.240131716878654
2014-10-29 02:09:56.0000001,7.686911070299945
2014-06-14 13:39:00.00000010,7.630872462268774
2014-06-14 13:39:00.00000060,6.823856179235643
2014-06-14 13:39:00.00000087,11.07215534474808
2014-06-14 13:39:00.00000050,18.52784545490619
2014-06-14 13:39:00.0000003,7.386497681137498
2014-06-14 13:39:00.000000158,37.97695681174276
2014-06-14 13:39:00.00000015,21.6647004891826
2014-06-14 13:39:00.00000073,6.843448971425705
2014-06-14 13:39:00.00000077,17.423924233679895
2014-06-14 13:39:00.000000145,9.303121077641837
2014-06-14 13:39:00.00000079,7.055295514919509
2014-06-14 13:39:00.000000121,5.820460287815684
2014-06-14 13:39:00.00000021,12.313217886907946
2014-06-14 13:39:00.0000005,8.819389143082425
2014-06-14 13:39:00.000000165,6.966209215855632
2014-06-14 13:39:00.000000184,5.475098008024575
2014-06-14 13:39:00.00000059,5.740503384179709
2014-06-14 13:39:00.00000070,7.498286842850869
2014-06-14 13:39:00.00000068,4.708375668206273
2014-06-14 13:39:00.000000133,18.552071931401183
2014-06-14 13:39:00.000000128,12.221675387746162
2014-06-14 13:39:00.000000136,20.786570207745516
2014-06-14 13:39:00.00000017,10.817510712750112
2014-06-14 13:39:00.000000111,5.196824611601785
2014-06-14 13:39:00.000000115,13.606686264926559
2014-06-14 13:39:00.000000168,5.779996443680348
2014-06-14 13:39:00.00000031,6.52208203551882
2014-06-14 13:39:00.000000116,6.447458870258563
2014-06-14 13:39:00.00000051,5.038302568970574
2014-06-14 13:39:00.000000193,12.948371198586338
2014-06-14 13:39:00.000000132,14.124711428988164
2014-06-14 13:39:00.000000167,22.47639648403384
2014-06-14 13:39:00.00000044,6.564684683945873
2014-06-14 13:39:00.000000138,7.129483008106656
2014-06-14 13:39:00.00000066,16.85072342602433
2014-06-14 13:39:00.00000063,11.865385216714722
2014-06-14 13:39:00.000000154,11.918384405360397
2014-06-14 13:39:00.00000097,12.784738822119971
2014-06-14 13:39:00.00000067,14.190440911618092
2014-06-14 13:39:00.000000179,7.310385510586654
2014-06-14 13:39:00.00000092,11.0070728572528
2014-06-14 13:39:00.00000029,5.664197121523083
2014-06-14 13:39:00.000000177,5.676866173928858
2014-06-14 13:39:00.000000192,7.731364083970308
2014-06-14 13:39:00.000000181,7.036349723779766
2014-06-14 13:39:00.000000120,12.325689583761092
2014-06-14 13:39:00.0000008,5.4154569755945206
2014-06-14 13:39:00.000000103,4.407189507924901
2014-06-14 13:39:00.00000049,18.319757602139333
2014-06-14 13:39:00.000000108,6.947506378900457
2014-06-14 13:39:00.00000072,5.550575240326488
2014-06-14 13:39:00.000000182,12.467846198393032
2014-06-14 13:39:00.00000061,6.6140975969140525
2014-06-14 13:39:00.00000093,10.699278471568373
2014-06-14 13:39:00.000000170,12.079143193570003
2014-06-14 13:39:00.000000147,43.72939574528423
2014-06-14 13:39:00.000000140,4.474719835399707
2014-06-14 13:39:00.000000159,4.6678496718458495
2014-06-14 13:39:00.00000012,4.714441319076804
2014-06-14 13:39:00.00000025,6.524964851176472
2014-06-14 13:39:00.000000156,6.195604739913286
2014-06-14 13:39:00.000000152,9.011753137855859
2014-06-14 13:39:00.000000129,10.416456458773833
2014-06-14 13:39:00.000000119,19.507835986613642
2014-06-14 13:39:00.000000118,5.559397182644078
2014-06-14 13:39:00.00000076,4.497054949684234
2014-06-14 13:39:00.000000135,7.0408214612170825
2014-06-14 13:39:00.00000023,18.076416539097966
2014-06-14 13:39:00.00000082,11.347300114839701
2014-06-14 13:39:00.000000125,12.060315901041776
2014-06-14 13:39:00.00000075,8.958336194345032
2014-06-14 13:39:00.000000124,6.884401348507555
2014-06-14 13:39:00.000000172,8.243109488313758
2014-06-14 13:39:00.00000024,16.70442524273177
2014-06-14 13:39:00.000000169,14.207676076915451
2014-06-14 13:39:00.00000052,12.3470976626042
2014-06-14 13:39:00.000000161,14.32188055362932
2014-06-14 13:39:00.00000038,8.335698508297767
2014-06-14 13:39:00.00000035,12.122698843751518
2014-06-14 13:39:00.00000053,13.020682046002777
2014-06-14 13:39:00.000000183,6.4920599110612836
2014-06-14 13:39:00.000000131,57.03811759685067
2014-06-14 13:39:00.000000180,7.469581116452361
2014-06-14 13:39:00.000000130,5.326040425740699
2014-06-14 13:39:00.00000032,4.310507860715628
2014-06-14 13:39:00.000000148,11.161087637892456
2014-06-14 13:39:00.0000007,10.21527781491633
2014-06-14 13:39:00.00000095,10.92045551952818
2014-06-14 13:39:00.000000144,36.57018519928872
2014-06-14 13:39:00.000000141,31.93235530269455
2014-06-14 13:39:00.000000162,20.191983847416854
2014-06-14 13:39:00.00000018,13.099265861745357
2014-06-14 13:39:00.00000054,11.324539074835105
2014-06-14 13:39:00.00000040,6.190090670555931
2014-06-14 13:39:00.00000096,6.7101370172045565
2014-06-14 13:39:00.00000055,24.953613260928883
2014-06-14 13:39:00.000000109,9.691812666644964
2014-06-14 13:39:00.000000151,7.2233619439211365
2014-06-14 13:39:00.00000016,10.731969027913411
2014-06-14 13:39:00.00000062,10.723898834848978
2014-06-14 13:39:00.000000191,6.815585830987668
2014-06-14 13:39:00.00000034,8.510869063114056
2014-06-14 13:39:00.000000160,7.799875760114431
2014-06-14 13:39:00.00000013,6.9995593797433875
2014-06-14 13:39:00.000000188,5.040938443792614
2014-06-14 13:39:00.00000086,8.26796087613975
2014-06-14 13:39:00.000000185,12.789575816891123
2014-06-14 13:39:00.00000074,8.421760767335241
2014-06-14 13:39:00.00000022,19.664795171073436
2014-06-14 13:39:00.00000036,5.362008062997951
2014-06-14 13:39:00.000000126,3.8937773028125635
2014-06-14 13:39:00.000000190,6.055831220652947
2014-06-14 13:39:00.00000042,6.754987065357276
2014-06-14 13:39:00.000000178,7.1942168220498806
2014-06-14 13:39:00.000000163,5.163221135693346
2014-06-14 13:39:00.00000020,12.754584038461706
2014-06-14 13:39:00.00000098,7.095350416481098
2014-06-14 13:39:00.000000114,21.62167843332553
2014-06-14 13:39:00.00000045,9.18837780219301
2014-06-14 13:39:00.00000094,5.009371687922631
2014-06-14 13:39:00.000000146,11.065283105785248
2014-06-14 13:39:00.00000033,8.447771301883924
2014-06-14 13:39:00.000000143,5.560496714555076
2014-06-14 13:39:00.000000107,6.661147926538846
2014-06-14 13:39:00.00000048,10.120607675986054
2014-06-14 13:39:00.00000043,12.281114402760304
2014-06-14 13:39:00.000000123,9.906229829778711
2014-06-14 13:39:00.000000134,8.004932905633082
2014-06-14 13:39:00.000000142,6.749176408958837
2014-06-14 13:39:00.000000122,10.916833698958154
2014-06-14 13:39:00.000000176,9.621559984009748
